Name,College,Position,GP,MIN,PTS,FGM,FGA,FGPct,3PM,3PA,3PPct,FTM,FTA,FTPct,REB,AST,STL,BLK,TO,TS_pct,PPM,AST_TO,3PA_rate,FTA_rate,Archetype_k2,Archetype,Efficiency_Score,PPG_Rank,Eff_Rank,Rank_Delta
Keaton Wagler,ILL,G,28,33.3,18.2,5.3,11.7,45.6,2.4,5.8,42.0,5.1,6.3,81.3,5.0,4.3,0.9,0.3,1.7,0.628800442233278,0.5465465465465466,2.5294117647058822,0.49572649572649574,0.5384615384615384,Perimeter Snipers,Versatile Playmakers,1.067248657580202,82,23,59
Tounde Yessoufou,BAY,G,27,32.2,18.1,6.7,14.2,47.5,1.7,5.4,31.5,3.0,3.9,75.5,5.6,1.6,2.1,0.5,2.0,0.5686102035687359,0.562111801242236,0.8,0.3802816901408451,0.2746478873239437,Perimeter Snipers,Shot Creators,-0.3804966606524513,87,366,-279
Davion Bailey,UIW,G,27,35.0,18.1,5.7,14.5,39.4,3.1,8.6,36.4,3.6,4.5,79.5,3.1,1.9,1.1,0.3,2.0,0.5491504854368933,0.5171428571428572,0.95,0.593103448275862,0.3103448275862069,Perimeter Snipers,Perimeter Snipers,-0.5254602835001384,87,411,-324
Austin Benigni,NAVY,G,29,35.7,18.1,5.4,12.7,42.7,1.8,3.8,46.8,5.5,6.2,88.9,3.5,4.3,1.3,0.2,2.7,0.5865957998444388,0.5070028011204482,1.5925925925925923,0.2992125984251969,0.4881889763779528,Perimeter Snipers,Perimeter Snipers,0.21856581399432762,87,171,-84
Tyler Bilodeau,UCLA,F,25,31.0,18.1,5.9,11.4,51.4,2.1,4.6,45.6,4.2,4.9,86.2,5.6,1.0,0.5,0.4,1.4,0.6676010622602537,0.5838709677419355,0.7142857142857143,0.40350877192982454,0.4298245614035088,Perimeter Snipers,Versatile Playmakers,0.47197199802203965,87,103,-16
Ja'Kobi Gillespie,TENN,G,27,34.0,18.1,6.0,14.5,41.3,2.9,8.1,35.6,3.2,3.9,81.1,2.8,5.3,1.9,0.2,2.3,0.5580907745436606,0.5323529411764706,2.3043478260869565,0.5586206896551724,0.2689655172413793,Perimeter Snipers,Perimeter Snipers,0.06557958771499661,87,219,-132
Richie Saunders,BYU,G,25,31.4,18.0,6.0,12.2,48.9,2.6,6.8,37.6,3.6,4.4,81.7,5.8,2.1,1.7,0.3,1.6,0.6366723259762309,0.5732484076433121,1.3125,0.5573770491803279,0.3606557377049181,Perimeter Snipers,Perimeter Snipers,0.3914344343669787,92,124,-32
Robert Wright III,BYU,G,27,34.7,18.0,6.5,13.5,47.9,1.8,4.1,44.5,3.3,4.1,80.0,3.6,4.8,1.3,0.0,2.2,0.5880815473078933,0.5187319884726225,2.1818181818181817,0.3037037037037037,0.3037037037037037,Perimeter Snipers,Versatile Playmakers,0.18830895873203618,92,179,-87
Jakobi Heady,BCU,G,27,35.4,18.0,5.4,10.5,51.8,1.3,3.2,41.9,5.8,7.4,78.5,5.0,1.7,1.4,0.1,1.7,0.6542599592904914,0.5084745762711864,1.0,0.3047619047619048,0.7047619047619048,Paint Bruisers,Versatile Playmakers,0.725997434641195,92,55,37
Kameron Taylor,UNCA,G,28,34.1,18.0,6.2,13.7,45.1,1.1,4.0,27.4,4.6,6.4,71.5,4.9,3.1,0.9,0.6,2.5,0.5449261322354082,0.5278592375366569,1.24,0.29197080291970806,0.4671532846715329,Perimeter Snipers,Shot Creators,-0.11308212220215236,92,272,-180
Skylar Wicks,SFPA,G,25,33.5,18.0,6.5,16.0,40.5,2.4,6.3,37.3,2.7,3.7,72.0,6.9,2.7,1.5,0.3,2.8,0.5105513955071477,0.5373134328358209,0.9642857142857144,0.39375,0.23125,Perimeter Snipers,Shot Creators,-0.7935796636167891,92,466,-374
Nate Ament,TENN,F,27,30.6,18.0,5.4,12.8,41.9,1.3,4.1,32.4,5.9,7.4,79.9,6.5,2.5,1.0,0.4,2.4,0.5605381165919282,0.5882352941176471,1.0416666666666667,0.32031249999999994,0.578125,Perimeter Snipers,Shot Creators,0.3057506173093463,92,147,-55
Pryce Sandfort,NEB,F,27,32.7,17.9,6.1,12.9,47.7,3.6,8.9,41.0,2.0,2.4,84.4,4.6,1.8,1.0,0.3,0.7,0.6413012324448266,0.547400611620795,2.5714285714285716,0.689922480620155,0.18604651162790697,Perimeter Snipers,Perimeter Snipers,0.5348237805178544,99,90,9
MJ Collins Jr.,USU,G,27,30.2,17.9,6.1,11.9,50.9,2.4,6.3,38.5,3.4,4.2,80.5,2.2,1.6,0.9,0.1,1.0,0.6510037823683443,0.5927152317880794,1.6,0.5294117647058824,0.35294117647058826,Perimeter Snipers,Versatile Playmakers,0.6454371495216542,99,67,32
Derrian Ford,TEM,G,26,35.7,17.9,5.5,13.0,41.9,1.6,4.3,36.6,5.4,6.5,83.9,4.5,1.9,0.6,0.1,1.5,0.5643127364438839,0.5014005602240895,1.2666666666666666,0.33076923076923076,0.5,Perimeter Snipers,Shot Creators,-0.036322241331177264,99,250,-151
Andrew Henderson,UCR,G,29,33.4,17.9,6.3,15.2,41.3,2.7,7.8,34.4,2.7,3.3,80.2,4.8,2.0,0.9,0.9,2.3,0.5374729762190728,0.5359281437125748,0.8695652173913044,0.5131578947368421,0.21710526315789475,Perimeter Snipers,Shot Creators,-0.7172091150730483,99,451,-352
Ryan Sabol,BUF,G,27,35.9,17.9,5.9,13.9,42.8,3.5,8.9,39.2,2.6,3.0,84.1,3.0,3.6,0.7,0.1,1.7,0.5880420499342969,0.49860724233983283,2.1176470588235294,0.6402877697841727,0.2158273381294964,Perimeter Snipers,Perimeter Snipers,-0.06683830511557354,99,256,-157
Corey Stephenson,FIU,G,26,30.8,17.9,5.9,13.0,45.1,2.4,5.7,41.9,3.7,5.1,73.5,6.4,1.7,1.4,0.5,2.3,0.5871162424560482,0.5811688311688311,0.7391304347826088,0.43846153846153846,0.3923076923076923,Perimeter Snipers,Versatile Playmakers,-0.028704828505374508,99,246,-147
Dailyn Swain,TEX,G,27,31.4,17.9,6.3,11.0,57.2,0.9,2.7,33.8,4.3,5.4,80.1,7.3,3.3,1.8,0.3,2.7,0.6691088516746411,0.5700636942675159,1.222222222222222,0.24545454545454548,0.49090909090909096,Paint Bruisers,Versatile Playmakers,0.747096811198925,99,52,47
Tahj Staveskie,UIW,G,28,34.7,17.8,6.2,14.1,43.9,2.4,6.3,38.9,3.0,3.8,78.3,3.9,4.3,1.0,0.1,2.9,0.5642911488714177,0.5129682997118156,1.4827586206896552,0.44680851063829785,0.2695035460992908,Perimeter Snipers,Perimeter Snipers,-0.31058006486177026,105,334,-229
Isaiah Moses,EWU,G,28,33.3,17.8,5.8,12.7,45.2,2.1,4.9,43.5,4.2,4.5,93.6,3.0,4.0,0.9,0.0,2.9,0.6062670299727521,0.5345345345345346,1.3793103448275863,0.38582677165354334,0.35433070866141736,Perimeter Snipers,Perimeter Snipers,0.1018380198156531,105,208,-103
Otega Oweh,UK,G,27,31.1,17.8,6.2,12.7,48.5,1.2,3.4,34.8,4.3,6.0,71.0,4.5,2.6,1.7,0.3,1.9,0.5801825293350718,0.5723472668810289,1.368421052631579,0.2677165354330709,0.4724409448818898,Paint Bruisers,Versatile Playmakers,0.30275653820249404,105,148,-43
Jelani Hamilton,GAST,G,24,30.5,17.8,4.9,13.3,37.1,2.0,5.7,35.0,6.0,6.7,88.8,4.5,2.3,1.9,0.4,1.8,0.5477597242737567,0.5836065573770493,1.2777777777777777,0.42857142857142855,0.5037593984962406,Perimeter Snipers,Shot Creators,0.18641406090701507,105,180,-75
Hannes Steinbach,WASH,F,24,34.1,17.8,6.7,11.9,55.9,0.6,1.6,35.9,3.9,5.1,75.6,10.9,1.6,1.1,1.1,2.0,0.6292420814479638,0.5219941348973607,0.8,0.13445378151260504,0.42857142857142855,Paint Bruisers,Versatile Playmakers,0.07132402822326384,105,216,-111
Leonardo Bettiol,MASS,F,28,28.9,17.8,6.4,10.6,59.7,0.0,0.1,33.3,5.0,7.1,70.7,7.8,2.1,0.7,0.3,2.6,0.6484989798892451,0.615916955017301,0.8076923076923077,0.009433962264150945,0.6698113207547169,Paint Bruisers,Paint Dominators,0.9472138900082245,105,32,73
Collin Parker,APSU,F,27,30.1,17.7,6.3,13.2,48.0,1.8,4.5,40.5,3.3,3.9,83.8,6.0,3.0,1.0,0.3,1.3,0.5933226065969429,0.5880398671096345,2.3076923076923075,0.34090909090909094,0.29545454545454547,Perimeter Snipers,Perimeter Snipers,0.5079111593848038,112,97,15
Corey Camper Jr.,NEV,G,23,31.4,17.7,6.1,12.6,48.8,2.5,5.5,45.2,3.0,3.8,78.4,4.3,2.2,1.3,0.3,1.3,0.6200952914798206,0.5636942675159236,1.6923076923076923,0.4365079365079365,0.30158730158730157,Perimeter Snipers,Perimeter Snipers,0.31987047286717557,112,143,-31
Jaylin Henderson,PRST,G,26,37.0,17.7,6.0,14.3,41.8,1.0,4.1,24.5,4.7,5.9,79.9,4.1,5.9,1.4,0.3,3.2,0.5237926136363635,0.4783783783783784,1.84375,0.28671328671328666,0.4125874125874126,Perimeter Snipers,Shot Creators,-0.2549553157161081,112,325,-213
Alex Wilkins,FUR,G,29,29.9,17.7,6.2,13.8,45.1,1.7,5.8,29.9,3.5,4.3,82.3,2.1,5.0,0.8,0.1,4.0,0.5639816466989549,0.5919732441471572,1.25,0.42028985507246375,0.3115942028985507,Perimeter Snipers,Shot Creators,-0.04509894501239549,112,252,-140
Aaron Nkrumah,TNST,G,28,31.2,17.7,5.9,13.5,43.8,1.5,4.5,34.1,4.3,5.6,77.6,5.5,2.9,2.8,0.4,2.3,0.5543723377599599,0.5673076923076923,1.2608695652173914,0.3333333333333333,0.4148148148148148,Perimeter Snipers,Shot Creators,-0.0011146000635593525,112,239,-127
Jake Heidbreder,FRES,G,25,36.8,17.7,5.5,12.9,42.5,2.4,7.2,32.8,4.4,4.9,89.3,2.6,2.4,1.5,0.1,2.1,0.5878055260361317,0.48097826086956524,1.1428571428571428,0.5581395348837209,0.3798449612403101,Perimeter Snipers,Perimeter Snipers,-0.24685949608904795,112,318,-206
Jalen Cox,COLG,G,28,33.9,17.7,6.7,12.7,52.5,0.6,1.6,40.9,3.7,4.4,83.7,5.3,5.2,1.8,0.3,2.4,0.6046734080349823,0.5221238938053098,2.166666666666667,0.12598425196850396,0.3464566929133859,Perimeter Snipers,Versatile Playmakers,0.35941283677632685,112,130,-18
Gavin Sykes,LBSU,G,25,32.5,17.6,6.1,13.3,45.9,2.0,5.7,35.7,3.4,4.2,80.8,3.0,1.6,0.4,0.3,1.0,0.5809347768682335,0.5415384615384616,1.6,0.42857142857142855,0.3157894736842105,Perimeter Snipers,Perimeter Snipers,0.013942455021198147,119,236,-117
Braden Sparks,FAIR,G,29,32.8,17.6,6.0,14.3,41.9,3.0,7.4,40.7,2.6,3.2,81.5,3.2,2.6,1.2,0.1,1.6,0.5602240896358543,0.5365853658536587,1.625,0.5174825174825175,0.22377622377622378,Perimeter Snipers,Perimeter Snipers,-0.26779824773970584,119,326,-207
Alfred Worrell Jr.,MORG,G,25,27.5,17.6,5.1,12.7,40.3,2.8,7.5,37.8,4.5,5.2,87.6,3.5,1.1,0.9,0.2,1.8,0.5871363757672805,0.64,0.6111111111111112,0.5905511811023623,0.40944881889763785,Perimeter Snipers,Perimeter Snipers,0.16406497419338217,119,187,-68
Dylan Faulkner,SAM,F,27,25.9,17.6,6.7,10.7,62.3,0.0,0.1,0.0,4.3,7.9,54.2,8.4,1.7,0.6,1.5,1.3,0.6207674943566592,0.6795366795366796,1.3076923076923077,0.009345794392523366,0.7383177570093459,Paint Bruisers,Paint Dominators,1.357585482215162,119,4,115
Keith Palek III,MOST,F,27,32.9,17.6,5.7,13.9,41.1,1.2,4.8,25.6,5.0,7.0,70.9,6.6,3.7,1.1,0.4,2.9,0.5182567726737338,0.5349544072948329,1.2758620689655173,0.3453237410071942,0.5035971223021583,Perimeter Snipers,Shot Creators,-0.15225405603570508,119,288,-169
Quion Williams,UAPB,G,28,35.8,17.6,6.3,13.3,47.4,1.0,2.8,35.9,4.0,5.4,73.7,7.8,5.6,1.7,0.8,3.5,0.5613676958407757,0.49162011173184367,1.5999999999999999,0.21052631578947367,0.40601503759398494,Perimeter Snipers,Shot Creators,-0.11572621064516352,119,274,-155
Jaron Pierre Jr.,SMU,G,27,32.1,17.6,6.6,14.0,46.8,2.1,5.7,36.4,2.4,3.0,78.0,5.0,1.9,0.8,0.3,1.6,0.5744125326370757,0.5482866043613708,1.1874999999999998,0.40714285714285714,0.21428571428571427,Perimeter Snipers,Perimeter Snipers,-0.34584191344203796,119,349,-230
Dejour Reaves,FOR,G,27,33.6,17.6,6.7,14.3,46.8,1.0,3.7,28.0,3.1,3.7,84.0,4.3,3.6,1.9,0.2,2.4,0.5524861878453039,0.5238095238095238,1.5,0.25874125874125875,0.25874125874125875,Perimeter Snipers,Shot Creators,-0.3465100136417186,119,350,-231
Anquan Hill,SHU,F,24,32.1,17.5,6.1,13.3,45.9,1.5,4.5,32.4,3.8,5.0,77.3,6.3,1.0,0.6,1.0,2.0,0.5645161290322581,0.5451713395638629,0.5,0.3383458646616541,0.37593984962406013,Perimeter Snipers,Shot Creators,-0.4103279438511765,127,380,-253
Brycen Blaine,CHSO,G,24,28.3,17.5,5.8,14.3,40.4,3.1,8.9,34.7,2.9,3.7,78.4,7.3,3.1,1.3,0.2,3.3,0.549347061778001,0.6183745583038869,0.9393939393939394,0.6223776223776224,0.25874125874125875,Perimeter Snipers,Perimeter Snipers,-0.2489897595828224,127,320,-193
Joshua Beadle,CCU,G,29,32.2,17.5,6.2,14.5,43.1,1.0,3.6,26.9,4.1,5.2,78.7,3.7,2.9,0.9,0.1,2.7,0.5212056230640933,0.5434782608695652,1.074074074074074,0.2482758620689655,0.3586206896551724,Perimeter Snipers,Shot Creators,-0.4437809512486438,127,390,-263
Micah Thomas,NWST,G,28,29.8,17.5,5.7,12.8,44.3,1.6,4.4,37.7,4.5,4.9,92.0,1.8,2.7,1.0,0.1,2.4,0.5850494784701792,0.587248322147651,1.1250000000000002,0.34375,0.3828125,Perimeter Snipers,Perimeter Snipers,0.125184199488426,127,200,-73
Finley Bizjack,BUT,G,27,33.6,17.5,5.4,12.2,43.9,2.3,6.4,35.6,4.4,5.2,85.7,2.2,2.5,0.8,0.1,1.5,0.6039480949751519,0.5208333333333333,1.6666666666666667,0.5245901639344263,0.42622950819672134,Perimeter Snipers,Perimeter Snipers,0.284521626214508,127,154,-27
Milan Momcilovic,ISU,F,27,29.4,17.5,5.9,11.1,52.8,3.7,7.3,50.8,2.1,2.3,88.9,3.2,1.0,0.9,0.2,0.9,0.7224240422721269,0.5952380952380952,1.1111111111111112,0.6576576576576577,0.2072072072072072,Perimeter Snipers,Perimeter Snipers,0.5819874932513761,127,81,46
Amir Lindsey,UALB,G,27,37.3,17.5,6.0,13.7,44.1,1.9,5.4,34.9,3.5,4.4,80.5,3.1,4.7,1.1,0.0,2.0,0.5596060373497058,0.4691689008042896,2.35,0.3941605839416059,0.3211678832116789,Perimeter Snipers,Shot Creators,-0.04678909587392599,127,253,-126
Anias Futrell,LIN,G,28,31.8,17.4,5.9,13.8,42.5,2.5,6.8,37.6,3.2,3.9,82.4,6.1,2.1,2.0,0.9,2.4,0.5607115235885537,0.5471698113207547,0.8750000000000001,0.49275362318840576,0.2826086956521739,Perimeter Snipers,Perimeter Snipers,-0.43287429164187713,134,385,-251
Cris Carroll,YSU,F,29,29.8,17.4,5.7,11.8,48.1,2.9,7.1,40.3,3.2,4.1,78.3,5.3,1.9,1.3,0.4,2.7,0.6395177888856218,0.5838926174496644,0.7037037037037036,0.6016949152542372,0.34745762711864403,Perimeter Snipers,Perimeter Snipers,0.1708733093072372,134,184,-50
Gavin Doty,SIE,G,29,36.3,17.4,6.1,12.8,47.7,1.2,3.6,33.0,4.0,4.8,83.6,7.2,2.3,1.3,0.0,0.9,0.5834227467811158,0.4793388429752066,2.5555555555555554,0.28125,0.37499999999999994,Perimeter Snipers,Versatile Playmakers,0.29892681379477737,134,149,-15
Je'Shawn Stevenson,UNT,G,28,31.8,17.4,5.4,14.2,38.2,2.3,7.5,30.3,4.3,5.1,83.2,3.5,1.9,2.1,0.4,1.6,0.5290683531987351,0.5471698113207547,1.1874999999999998,0.5281690140845071,0.35915492957746475,Perimeter Snipers,Shot Creators,-0.3399380409595804,134,346,-212
Travis Harper II,TNST,G,28,30.9,17.4,5.6,11.9,47.3,2.4,6.2,39.1,3.7,4.3,85.1,4.3,1.3,1.0,0.4,1.6,0.630800464037123,0.5631067961165048,0.8125,0.5210084033613446,0.36134453781512604,Perimeter Snipers,Perimeter Snipers,0.11707975685338995,134,204,-70
Don McHenry,UTAH,G,27,30.7,17.4,5.9,13.5,44.0,2.6,6.6,39.0,3.0,3.7,80.8,3.0,1.7,0.7,0.0,1.1,0.5750925436277101,0.5667752442996742,1.5454545454545452,0.4888888888888889,0.2740740740740741,Perimeter Snipers,Perimeter Snipers,-0.021227324683495037,134,242,-108
Jaden Henley,GCU,G,27,31.6,17.4,5.8,12.7,45.9,1.0,3.9,24.5,4.8,6.2,77.2,5.6,2.9,1.6,0.3,2.7,0.5639097744360902,0.550632911392405,1.074074074074074,0.30708661417322836,0.4881889763779528,Perimeter Snipers,Shot Creators,0.04134624217354213,134,229,-95
Jaylin Sellers,PROV,G,27,28.9,17.3,5.6,11.9,47.0,2.1,5.2,41.4,4.0,4.6,87.8,4.2,1.7,0.9,0.3,1.7,0.6212295317437518,0.5986159169550174,1.0,0.4369747899159664,0.38655462184873945,Perimeter Snipers,Perimeter Snipers,0.3172629977745295,140,145,-5
Thomas Haugh,FLA,F,27,33.7,17.3,5.6,12.0,46.8,1.9,5.4,34.7,4.2,5.6,74.8,6.2,2.1,1.0,0.9,1.6,0.5980365044247787,0.5133531157270029,1.3125,0.45,0.4666666666666666,Perimeter Snipers,Versatile Playmakers,0.14996745751791435,140,192,-52
Bryce Harris,HOW,G,28,31.9,17.3,5.4,11.4,47.8,1.2,3.3,35.9,5.3,6.6,79.6,6.6,2.5,1.3,1.0,2.4,0.6047259507829977,0.542319749216301,1.0416666666666667,0.28947368421052627,0.5789473684210525,Perimeter Snipers,Versatile Playmakers,0.37790723201801457,140,126,14
Jeremiah Wilkinson,UGA,G,25,25.5,17.3,5.5,13.2,41.9,2.3,6.8,34.3,3.9,5.1,77.2,2.0,1.9,1.7,0.3,1.4,0.5600880600880601,0.6784313725490196,1.3571428571428572,0.5151515151515151,0.38636363636363635,Perimeter Snipers,Shot Creators,0.4263512593910328,140,110,30
Gage Lattimore,NCCU,G,25,36.6,17.3,5.2,13.3,39.5,2.8,7.2,38.5,4.0,4.7,85.6,4.1,2.4,1.3,0.2,1.8,0.5628578865174388,0.4726775956284153,1.3333333333333333,0.5413533834586466,0.3533834586466165,Perimeter Snipers,Perimeter Snipers,-0.37993430335644424,140,365,-225
Mark Mitchell,MIZ,G,27,33.2,17.2,5.8,10.8,53.4,0.4,1.4,31.6,5.2,8.0,65.6,5.5,3.8,0.7,0.4,1.9,0.6005586592178771,0.5180722891566264,2.0,0.12962962962962962,0.7407407407407407,Paint Bruisers,Paint Dominators,0.9476419384495886,144,31,113
Sonny Wilson,TOL,G,27,36.0,17.2,6.5,13.1,49.6,1.2,3.1,38.8,3.0,4.3,69.0,3.6,4.5,1.3,0.0,1.6,0.5736392742796158,0.47777777777777775,2.8125,0.2366412213740458,0.3282442748091603,Perimeter Snipers,Versatile Playmakers,0.26423320005429995,144,159,-15
Bernie Blunt III,MERC,G,29,30.5,17.2,5.6,13.2,41.9,2.1,6.0,34.3,4.0,4.7,85.4,2.9,2.3,1.1,0.0,1.2,0.5632695834424941,0.5639344262295082,1.9166666666666665,0.4545454545454546,0.3560606060606061,Perimeter Snipers,Perimeter Snipers,0.20228063641713886,144,176,-32
Jaquan Johnson,BRAD,G,29,30.0,17.1,5.3,11.8,44.7,1.7,4.1,40.8,4.9,6.1,79.8,4.0,3.6,2.7,0.0,1.4,0.5903065451532726,0.5700000000000001,2.5714285714285716,0.34745762711864403,0.5169491525423728,Perimeter Snipers,Versatile Playmakers,0.9245651533410294,150,36,114
Robert Hinton,HARV,G,25,32.8,17.1,6.4,12.9,50.0,0.9,2.7,34.3,3.3,4.0,82.2,4.8,2.2,1.4,0.2,1.8,0.5832196452933152,0.5213414634146343,1.2222222222222223,0.20930232558139536,0.31007751937984496,Perimeter Snipers,Versatile Playmakers,-0.21388712003692653,150,306,-156
Dai Dai Ames,CAL,G,27,32.0,17.1,6.3,13.3,47.2,1.6,4.2,38.9,3.0,3.5,85.1,1.9,2.3,0.8,0.1,1.6,0.5761455525606469,0.534375,1.4374999999999998,0.3157894736842105,0.2631578947368421,Perimeter Snipers,Perimeter Snipers,-0.19801414208562731,150,301,-151
Ethan Roberts,PENN,F,20,30.8,17.1,5.1,12.7,39.9,1.9,4.4,43.2,5.1,6.3,81.0,4.1,2.5,1.0,0.2,1.9,0.5526111685625646,0.5551948051948052,1.3157894736842106,0.3464566929133859,0.49606299212598426,Perimeter Snipers,Shot Creators,0.11077136242053995,150,206,-56
Mikey Williams,SAC,G,21,35.1,17.1,5.0,13.8,36.3,1.0,4.0,26.5,6.0,7.3,83.0,3.0,4.5,1.2,0.4,2.9,0.5025864095932283,0.4871794871794872,1.5517241379310345,0.2898550724637681,0.5289855072463767,Perimeter Snipers,Shot Creators,-0.253129763393047,150,323,-173
KC Shaw,ODU,G,25,31.7,17.1,6.5,13.6,47.8,0.1,0.8,9.5,4.0,5.5,72.3,4.1,2.1,0.5,0.3,2.1,0.5337078651685394,0.5394321766561515,1.0,0.05882352941176471,0.40441176470588236,Paint Bruisers,Paint Dominators,-0.34102323306939164,150,347,-197
Jemel Jones,NMSU,G,26,27.4,17.1,5.8,13.1,44.1,1.7,4.2,39.4,3.9,4.6,84.2,4.0,2.5,1.4,0.4,1.3,0.5653266331658292,0.624087591240876,1.923076923076923,0.3206106870229008,0.3511450381679389,Perimeter Snipers,Perimeter Snipers,0.4276382667173411,150,109,41
Meechie Johnson,SC,G,27,31.2,17.1,5.0,11.8,42.0,1.8,5.3,33.3,5.4,6.5,82.4,3.3,4.3,1.3,0.1,2.1,0.5832196452933152,0.5480769230769231,2.0476190476190474,0.4491525423728813,0.5508474576271186,Perimeter Snipers,Shot Creators,0.6491349431093798,150,65,85
Maurice Odum,ASU,G,27,33.9,17.1,5.2,13.1,39.9,2.8,7.3,38.1,3.9,4.6,83.9,3.0,5.8,1.4,0.0,3.1,0.5653266331658292,0.5044247787610621,1.8709677419354838,0.5572519083969466,0.3511450381679389,Perimeter Snipers,Perimeter Snipers,-0.03203640453419124,150,248,-98
Anthony Roy,OKST,G,24,28.6,17.0,5.2,12.0,43.1,3.2,8.0,40.1,3.5,4.2,84.0,3.8,1.4,0.6,0.3,1.5,0.6138070479491623,0.5944055944055944,0.9333333333333332,0.6666666666666666,0.35000000000000003,Perimeter Snipers,Perimeter Snipers,0.16981041084883136,156,186,-30
Justin Wright,UNCA,G,28,32.4,17.0,6.0,12.6,48.0,1.5,3.9,37.6,3.5,4.4,79.7,3.0,3.0,1.3,0.1,2.4,0.5847550908090259,0.5246913580246914,1.25,0.30952380952380953,0.34920634920634924,Perimeter Snipers,Versatile Playmakers,-0.11294707359797693,156,271,-115
Del Jones,RAD,G,29,31.5,17.0,5.7,13.6,42.0,1.3,4.2,31.1,4.3,5.2,81.6,3.7,3.5,1.0,0.2,3.0,0.5349949647532729,0.5396825396825397,1.1666666666666667,0.3088235294117647,0.3823529411764706,Perimeter Snipers,Shot Creators,-0.30308863559340393,156,333,-177
Tijan Saine Jr.,WEB,G,29,32.3,17.0,5.1,11.3,44.7,1.6,4.4,35.2,5.3,6.0,89.6,2.3,4.4,1.1,0.0,1.8,0.6097560975609756,0.5263157894736843,2.4444444444444446,0.3893805309734513,0.5309734513274336,Perimeter Snipers,Versatile Playmakers,0.8419368211413598,156,43,113
Nick Janowski,STMN,G,29,31.6,16.9,6.2,12.1,51.4,1.9,5.3,35.9,2.6,3.9,64.9,5.2,2.0,0.7,0.1,1.3,0.611609727851766,0.5348101265822784,1.5384615384615383,0.4380165289256198,0.32231404958677684,Perimeter Snipers,Versatile Playmakers,0.14114513087000197,161,194,-33
Marcus Banks Jr.,MASS,G,28,32.6,16.9,5.7,13.2,43.4,3.5,8.8,39.6,2.0,2.5,80.3,2.6,1.8,1.3,0.1,1.3,0.5909090909090909,0.51840490797546,1.3846153846153846,0.6666666666666667,0.1893939393939394,Perimeter Snipers,Perimeter Snipers,-0.3284299916084809,161,339,-178
Brock Wisne,UNCO,F,27,32.4,16.9,7.0,11.9,58.6,1.0,2.6,36.6,2.0,2.7,75.3,6.5,2.8,0.7,0.4,2.3,0.6456295843520782,0.5216049382716049,1.2173913043478262,0.2184873949579832,0.226890756302521,Paint Bruisers,Versatile Playmakers,-0.0240742797828358,161,243,-82
Aden Holloway,ALA,G,23,28.3,16.9,5.4,11.2,48.4,2.7,6.2,43.7,3.3,4.0,84.6,2.6,3.9,0.6,0.0,1.4,0.6520061728395061,0.597173144876325,2.785714285714286,0.5535714285714286,0.35714285714285715,Perimeter Snipers,Perimeter Snipers,1.1647469076970962,161,15,146
Brody Robinson,OAK,G,29,35.7,16.9,4.2,10.3,40.5,2.1,6.0,35.3,6.4,8.2,78.9,2.6,6.6,1.3,0.0,2.3,0.6075639919470807,0.47338935574229685,2.869565217391304,0.5825242718446602,0.7961165048543688,Perimeter Snipers,Versatile Playmakers,1.2788769751307953,161,9,152
Tyler Tejada,TOW,G,26,34.6,16.9,5.9,14.0,41.9,1.3,4.8,26.2,3.8,4.5,86.2,5.5,2.1,0.8,0.4,1.5,0.5287859824780976,0.48843930635838145,1.4000000000000001,0.34285714285714286,0.32142857142857145,Perimeter Snipers,Shot Creators,-0.5350761520501092,161,414,-253
Kenny Noland,COLU,G,25,32.3,16.8,5.8,13.0,45.1,2.6,6.7,38.7,2.5,2.8,91.3,3.6,3.5,1.2,0.0,2.4,0.5902192242833053,0.520123839009288,1.4583333333333335,0.5153846153846154,0.21538461538461537,Perimeter Snipers,Perimeter Snipers,-0.24962908984870985,166,321,-155
Michael McNair,BU,G,29,35.7,16.8,5.7,11.8,48.1,3.3,7.2,45.7,2.1,2.9,72.9,5.0,2.1,1.1,0.4,1.3,0.6423982869379015,0.47058823529411764,1.6153846153846154,0.6101694915254237,0.24576271186440676,Perimeter Snipers,Perimeter Snipers,-0.030573967234592325,166,247,-81
Larry Johnson,MCN,G,28,23.7,16.8,6.1,11.6,52.1,0.7,2.6,26.0,4.0,5.0,79.9,5.1,1.5,0.9,0.0,1.0,0.6086956521739131,0.7088607594936709,1.5,0.22413793103448276,0.4310344827586207,Paint Bruisers,Versatile Playmakers,0.9381838668696766,166,34,132
Jackson Paveletzke,OHIO,G,27,36.3,16.7,5.4,11.1,48.8,1.0,3.0,33.3,4.9,6.1,79.9,3.0,5.3,1.0,0.0,2.3,0.6057748113755078,0.4600550964187328,2.3043478260869565,0.2702702702702703,0.5495495495495495,Paint Bruisers,Versatile Playmakers,0.5526030515153141,168,89,79
Anthony McComb III,NORF,G,28,34.0,16.7,5.0,11.9,41.9,1.9,4.9,39.1,4.9,6.2,78.6,4.4,1.4,1.2,0.3,1.6,0.5708230790265244,0.49117647058823527,0.8749999999999999,0.411764705882353,0.5210084033613446,Perimeter Snipers,Shot Creators,-0.16349549976145056,168,294,-126
