Name,College,Position,GP,MIN,PTS,FGM,FGA,FGPct,3PM,3PA,3PPct,FTM,FTA,FTPct,REB,AST,STL,BLK,TO,TS_pct,PPM,AST_TO,3PA_rate,FTA_rate,Archetype_k2,Archetype,Efficiency_Score,PPG_Rank,Eff_Rank,Rank_Delta
Jason Rivera-Torres,MONM,F,28,35.3,15.4,5.0,12.9,38.7,1.4,4.8,29.3,4.0,4.9,82.5,8.2,3.0,2.1,1.3,2.1,0.5114240170031881,0.4362606232294618,1.4285714285714286,0.37209302325581395,0.3798449612403101,Perimeter Snipers,Shot Creators,-0.7052966698290872,259,449,-190
MJ Russell,ULM,G,29,35.6,15.4,5.7,13.6,41.6,1.6,5.0,31.7,2.5,3.6,69.5,4.0,2.0,1.2,1.1,2.1,0.5071127502634353,0.43258426966292135,0.9523809523809523,0.36764705882352944,0.2647058823529412,Perimeter Snipers,Shot Creators,-1.1416362551885926,259,497,-238
DeSean Goode,RMU,F,29,30.5,15.4,5.8,9.1,63.8,1.1,1.9,59.3,2.7,3.4,78.6,8.6,1.3,0.8,0.5,1.3,0.7266893167232918,0.5049180327868853,1.0,0.2087912087912088,0.37362637362637363,Paint Bruisers,Versatile Playmakers,0.5214181648734358,259,95,164
Fred Payne,BC,G,27,34.4,15.4,5.7,14.1,40.5,2.2,6.7,33.3,1.8,2.3,76.2,3.8,2.7,0.9,0.2,1.4,0.5095288512440445,0.4476744186046512,1.9285714285714288,0.475177304964539,0.1631205673758865,Perimeter Snipers,Shot Creators,-0.8486292677103446,259,474,-215
Kasen Jennings,APP,G,30,32.3,15.4,5.2,12.8,40.3,1.9,5.7,32.7,3.2,4.1,78.7,4.2,2.1,1.1,0.2,1.5,0.5272528074500137,0.476780185758514,1.4000000000000001,0.4453125,0.32031249999999994,Perimeter Snipers,Shot Creators,-0.5880162360175133,259,421,-162
Jeremiah Johnson,CAM,G,28,32.0,15.4,4.8,10.5,45.4,1.5,3.9,37.3,4.4,5.1,85.3,3.2,1.8,0.8,0.2,2.0,0.6042059008160703,0.48125,0.9,0.37142857142857144,0.48571428571428565,Perimeter Snipers,Versatile Playmakers,-0.07122103212166353,259,258,1
Honor Huff,WVU,G,27,34.8,15.4,4.2,11.6,36.1,3.3,9.4,35.4,3.7,4.4,83.9,2.2,1.7,0.9,0.0,1.6,0.5688534278959811,0.442528735632184,1.0625,0.810344827586207,0.37931034482758624,Perimeter Snipers,Perimeter Snipers,-0.5242302940951074,259,410,-151
DJ Hall,TXST,F,30,29.6,15.4,5.8,10.5,54.9,0.2,0.5,40.0,3.6,4.6,79.0,7.4,2.2,1.4,0.4,1.8,0.6148195464707761,0.5202702702702703,1.2222222222222223,0.047619047619047616,0.43809523809523804,Paint Bruisers,Versatile Playmakers,0.1783764197805987,259,183,76
Jackson Hicke,PRIN,G,26,34.2,15.3,5.3,11.2,47.6,1.6,4.2,38.5,3.0,3.7,83.2,5.3,2.4,0.9,0.3,1.9,0.5963517305893359,0.4473684210526316,1.263157894736842,0.37500000000000006,0.3303571428571429,Perimeter Snipers,Perimeter Snipers,-0.36112780159994023,269,353,-84
Preston Edmead,HOF,G,29,33.4,15.3,4.5,11.0,40.8,2.6,6.8,38.8,3.8,4.6,82.0,3.5,4.8,0.5,0.0,2.3,0.5873771498771498,0.4580838323353294,2.0869565217391304,0.6181818181818182,0.41818181818181815,Perimeter Snipers,Perimeter Snipers,0.12478708544593439,269,201,68
Asjon Anderson,ALST,G,24,28.1,15.3,4.4,12.7,34.9,2.0,6.4,30.5,4.5,5.5,83.2,2.4,3.5,0.9,0.1,3.3,0.505952380952381,0.5444839857651246,1.0606060606060606,0.5039370078740159,0.4330708661417323,Perimeter Snipers,Shot Creators,-0.39702413364328254,269,373,-104
Kintavious Dozier,AAMU,G,28,32.2,15.3,5.0,11.4,43.6,1.4,3.8,35.8,4.0,4.8,84.3,3.9,2.1,1.4,0.1,1.6,0.5661634103019538,0.47515527950310554,1.3125,0.3333333333333333,0.42105263157894735,Perimeter Snipers,Shot Creators,-0.242466694793596,269,317,-48
Ryan Prather Jr.,RMU,G,29,34.0,15.3,5.4,12.3,43.9,2.4,6.8,36.0,2.0,2.3,85.3,3.7,3.8,0.9,0.1,0.9,0.5746694711538461,0.45,4.222222222222222,0.5528455284552845,0.18699186991869915,Perimeter Snipers,Perimeter Snipers,0.502174081648737,269,98,171
Lucas Lorenzen,WIU,G,29,33.1,15.3,4.9,12.1,40.1,2.2,7.0,32.2,3.3,4.1,80.0,4.2,0.9,0.8,0.1,1.8,0.5502013808975834,0.4622356495468278,0.5,0.578512396694215,0.33884297520661155,Perimeter Snipers,Shot Creators,-0.8566709262246343,269,476,-207
Meleek Thomas,ARK,G,27,28.9,15.3,5.3,12.3,43.2,2.3,5.7,40.9,2.3,2.7,83.6,3.9,2.6,1.4,0.1,0.9,0.567170818505338,0.5294117647058824,2.888888888888889,0.46341463414634143,0.21951219512195122,Perimeter Snipers,Perimeter Snipers,0.25846348645520795,269,162,107
KJ Lewis,GTWN,G,27,30.6,15.3,5.0,12.2,40.7,1.2,3.8,31.1,4.1,5.5,75.2,5.2,2.6,2.2,0.6,2.3,0.5232558139534884,0.5,1.1304347826086958,0.3114754098360656,0.45081967213114754,Perimeter Snipers,Shot Creators,-0.406260278793895,269,379,-110
Chance Westry,UAB,G,28,30.1,15.3,5.2,10.9,48.0,0.8,2.9,26.2,4.1,5.8,70.4,3.8,4.9,1.4,0.5,1.9,0.5686886708296165,0.5083056478405316,2.578947368421053,0.2660550458715596,0.5321100917431192,Paint Bruisers,Shot Creators,0.6116404258525076,269,76,193
Rasheed Jones,CCU,G,29,36.2,15.2,4.9,12.0,41.2,2.3,5.8,39.1,3.1,3.8,81.1,4.7,3.0,1.0,0.4,1.5,0.5558806319485079,0.41988950276243087,2.0,0.48333333333333334,0.31666666666666665,Perimeter Snipers,Perimeter Snipers,-0.3999697904177625,277,375,-98
Ismail Habib,USI,G,26,33.0,15.2,5.0,13.0,38.9,2.3,7.0,33.5,2.8,4.1,68.2,3.7,2.8,0.6,0.0,2.5,0.5133747635774115,0.4606060606060606,1.1199999999999999,0.5384615384615384,0.3153846153846154,Perimeter Snipers,Shot Creators,-0.8466711400538353,277,473,-196
Zion Fruster,EIU,G,26,31.5,15.2,5.5,13.2,41.6,1.1,3.5,30.8,3.2,3.7,84.5,3.4,2.4,1.4,0.1,1.9,0.5125438359859725,0.4825396825396825,1.263157894736842,0.26515151515151514,0.28030303030303033,Perimeter Snipers,Shot Creators,-0.7734401628923876,277,462,-185
Brayden Burries,ARIZ,G,27,29.2,15.2,5.3,11.0,48.6,1.6,4.4,37.3,2.9,3.8,77.5,4.6,2.6,1.6,0.2,1.4,0.5997474747474747,0.5205479452054794,1.8571428571428574,0.4,0.34545454545454546,Perimeter Snipers,Versatile Playmakers,0.1972982538467845,277,177,100
Aidan Mahaney,UCSB,G,28,33.0,15.2,5.4,12.1,44.1,2.4,6.0,39.9,2.1,2.5,83.1,1.9,2.9,0.7,0.0,1.3,0.5757575757575758,0.4606060606060606,2.230769230769231,0.49586776859504134,0.2066115702479339,Perimeter Snipers,Perimeter Snipers,-0.24183138729073644,277,316,-39
Kent Jackson,UNF,G,29,31.7,15.2,5.1,12.9,39.5,3.4,9.6,36.0,1.6,1.7,93.8,3.4,2.2,1.0,0.0,1.9,0.5568581477139507,0.4794952681388012,1.1578947368421053,0.7441860465116279,0.1317829457364341,Perimeter Snipers,Perimeter Snipers,-0.8500895864474425,277,475,-198
Kobi Williams,MOST,G,26,35.5,15.2,4.3,10.8,40.4,2.8,7.5,36.9,3.7,4.4,84.3,2.8,1.5,0.9,0.3,1.5,0.5967336683417085,0.428169014084507,1.0,0.6944444444444444,0.40740740740740744,Perimeter Snipers,Perimeter Snipers,-0.40248937360184495,277,376,-99
Ronnie Harrison,ETAM,F,27,29.6,15.2,5.7,11.8,48.3,1.2,3.7,32.0,2.6,4.0,64.8,6.2,1.9,1.2,0.7,2.3,0.5604719764011798,0.5135135135135135,0.8260869565217391,0.3135593220338983,0.3389830508474576,Perimeter Snipers,Shot Creators,-0.47836214494817675,277,402,-125
Victor Valdes,TROY,F,28,29.6,15.1,4.5,11.3,39.7,0.9,3.9,23.9,5.3,7.0,75.5,4.0,4.4,1.4,0.4,3.4,0.5250347705146036,0.5101351351351351,1.2941176470588236,0.34513274336283184,0.6194690265486725,Perimeter Snipers,Shot Creators,0.0050646137782270825,285,238,47
John Mobley Jr.,OSU,G,24,31.0,15.1,4.8,11.3,42.2,2.9,7.3,40.0,2.7,3.1,87.8,2.5,2.8,0.8,0.1,1.7,0.5961781427668982,0.48709677419354835,1.6470588235294117,0.6460176991150441,0.2743362831858407,Perimeter Snipers,Perimeter Snipers,-0.1565348613838493,285,291,-6
Dontrez Williams,LIN,G,25,32.0,15.1,5.7,12.2,46.7,0.9,3.2,29.1,2.8,4.8,57.0,4.5,2.0,2.6,0.7,2.8,0.5275293460033539,0.471875,0.7142857142857143,0.26229508196721313,0.39344262295081966,Paint Bruisers,Shot Creators,-0.7591967877392378,285,459,-174
AJ Dancler,CCU,G,29,32.8,15.1,5.1,13.0,39.0,2.4,6.2,38.3,2.6,3.5,73.5,5.6,2.1,0.8,0.1,1.4,0.5192572214580468,0.4603658536585366,1.5000000000000002,0.47692307692307695,0.2692307692307692,Perimeter Snipers,Shot Creators,-0.739927673139177,285,456,-171
TJ Power,PENN,F,24,34.4,15.1,5.5,12.6,43.4,2.2,5.6,39.6,2.0,3.2,61.8,7.2,2.5,0.8,0.6,2.0,0.5389777270131354,0.438953488372093,1.25,0.4444444444444444,0.253968253968254,Perimeter Snipers,Shot Creators,-0.8419643865475904,285,469,-184
Miles Barnstable,TLSA,G,28,29.5,15.1,4.6,9.6,48.5,2.8,6.5,42.1,3.0,3.3,92.4,4.1,1.5,0.8,0.4,0.8,0.683134274339486,0.511864406779661,1.875,0.6770833333333334,0.34375,Perimeter Snipers,Perimeter Snipers,0.6205691334182097,285,73,212
Lateef Patrick,SFA,G,28,27.9,15.1,5.2,13.0,39.7,2.1,6.3,33.5,2.6,3.4,77.7,2.9,1.6,1.5,0.1,1.5,0.5208333333333333,0.5412186379928315,1.0666666666666667,0.4846153846153846,0.26153846153846155,Perimeter Snipers,Shot Creators,-0.6280580261634747,285,430,-145
Amani Lyles,AKR,F,27,25.2,15.0,5.5,9.5,57.6,1.4,3.4,40.9,2.7,3.5,76.6,7.3,2.4,1.0,0.7,2.1,0.6793478260869565,0.5952380952380952,1.1428571428571428,0.35789473684210527,0.3684210526315789,Paint Bruisers,Versatile Playmakers,0.6461393175890789,292,66,226
Quel'Ron House,SIU,G,27,30.1,15.0,6.0,12.9,47.0,0.4,1.7,23.4,2.5,3.3,76.4,3.2,3.2,1.7,0.1,2.3,0.5225752508361204,0.4983388704318937,1.3913043478260871,0.1317829457364341,0.25581395348837205,Perimeter Snipers,Shot Creators,-0.6515174972339389,292,436,-144
Flash Burton,RID,G,27,32.0,15.0,5.2,13.3,38.9,1.5,5.0,30.6,3.1,4.0,78.5,3.0,2.9,1.2,0.2,2.3,0.49800796812749004,0.46875,1.2608695652173914,0.37593984962406013,0.3007518796992481,Perimeter Snipers,Shot Creators,-0.867434589434454,292,479,-187
Mason Bendinger,UPST,G,29,29.0,15.0,6.0,13.2,45.1,0.8,2.3,34.8,2.3,4.3,53.2,3.6,1.1,0.3,0.4,1.7,0.4969520275642725,0.5172413793103449,0.6470588235294118,0.17424242424242423,0.32575757575757575,Paint Bruisers,Shot Creators,-0.9053171616945034,292,483,-191
Rob Martin,HPU,G,29,26.2,15.0,4.7,10.8,43.9,1.3,4.0,32.8,4.2,5.0,83.6,1.7,3.5,1.6,0.0,1.5,0.5769230769230769,0.5725190839694657,2.3333333333333335,0.37037037037037035,0.4629629629629629,Perimeter Snipers,Shot Creators,0.6679745945556026,292,61,231
Brian Waddell,BELL,F,28,30.8,15.0,5.8,9.3,62.7,0.8,2.0,40.0,2.5,3.2,78.9,4.1,2.2,0.8,0.4,1.6,0.7004109077325364,0.487012987012987,1.375,0.2150537634408602,0.3440860215053763,Paint Bruisers,Versatile Playmakers,0.41684645393073916,292,117,175
Jeremy Fears Jr.,MSU,G,27,31.7,15.0,4.3,10.0,43.0,0.9,3.1,28.6,5.5,6.0,90.8,2.5,9.2,1.3,0.0,2.2,0.5933544303797468,0.47318611987381703,4.181818181818181,0.31,0.6,Perimeter Snipers,Versatile Playmakers,1.3985212878984952,292,3,289
Nolan Hodge,UNCW,G,28,32.6,14.9,4.5,11.0,40.8,2.8,7.1,39.4,3.1,4.1,77.2,4.6,1.5,0.7,0.6,0.9,0.5818494220556076,0.45705521472392635,1.6666666666666665,0.6454545454545454,0.3727272727272727,Perimeter Snipers,Perimeter Snipers,-0.16263234906821092,298,293,5
Zoom Diallo,WASH,G,27,28.4,14.9,5.6,11.3,49.3,0.7,2.1,32.8,3.1,3.6,84.7,3.5,4.4,0.6,0.0,2.6,0.5782365724930146,0.5246478873239437,1.6923076923076923,0.18584070796460175,0.3185840707964602,Perimeter Snipers,Versatile Playmakers,-0.019403509720854348,298,241,57
Braden Smith,PUR,G,27,33.7,14.9,5.3,11.2,47.5,1.7,4.2,41.2,2.5,3.1,80.7,3.8,8.7,1.9,0.2,2.9,0.5929640241961159,0.4421364985163205,3.0,0.37500000000000006,0.2767857142857143,Perimeter Snipers,Perimeter Snipers,0.2250924317590653,298,170,128
J.R. Konieczny,FGCU,F,25,30.8,14.9,5.4,12.2,44.1,1.3,4.3,30.8,2.8,3.8,72.6,6.3,2.1,1.6,0.4,1.9,0.5370530565167243,0.4837662337662338,1.105263157894737,0.3524590163934426,0.3114754098360656,Perimeter Snipers,Shot Creators,-0.6468726263398243,298,435,-137
Donte Bacchus,UNA,F,27,33.2,14.9,5.4,11.0,49.3,0.6,2.0,29.6,3.4,5.5,62.8,5.7,1.1,0.9,0.3,1.3,0.5551415797317437,0.44879518072289154,0.8461538461538461,0.18181818181818182,0.5,Paint Bruisers,Shot Creators,-0.45233826008847866,298,394,-96
Jeremiah Burke,DEN,F,30,32.0,14.8,5.5,12.1,45.3,2.3,5.8,39.7,1.5,1.9,79.3,5.6,1.5,0.4,0.3,2.0,0.5720470006184292,0.4625,0.75,0.4793388429752066,0.15702479338842976,Perimeter Snipers,Perimeter Snipers,-0.954404707859809,306,486,-180
Wyatt Fricks,MRSH,F,29,28.3,14.8,5.6,10.2,54.2,1.6,4.5,35.1,2.1,3.0,70.5,5.6,1.4,0.8,1.4,1.2,0.6423611111111112,0.5229681978798587,1.1666666666666667,0.44117647058823534,0.29411764705882354,Paint Bruisers,Versatile Playmakers,0.060646529743344696,306,221,85
Kory Mincy,GMU,G,27,34.1,14.8,4.9,10.7,45.5,2.1,5.3,39.6,2.9,3.3,89.8,3.4,3.1,1.0,0.0,1.7,0.608953258722844,0.4340175953079179,1.823529411764706,0.4953271028037383,0.308411214953271,Perimeter Snipers,Perimeter Snipers,-0.14888536017251555,306,287,19
Aiden Tobiason,TEM,G,27,35.1,14.8,4.8,10.3,46.4,1.5,4.5,32.8,3.8,4.8,79.1,3.5,2.2,1.3,0.2,1.4,0.5961972284885595,0.42165242165242167,1.5714285714285716,0.4368932038834951,0.4660194174757281,Perimeter Snipers,Versatile Playmakers,-0.089824794825039,306,263,43
Tyren Moore,GASO,G,29,28.7,14.8,4.8,11.3,42.6,2.8,7.7,36.6,2.3,2.8,82.7,2.8,2.4,1.4,0.0,1.7,0.5904883498244494,0.5156794425087108,1.411764705882353,0.6814159292035398,0.247787610619469,Perimeter Snipers,Perimeter Snipers,-0.2266477677247252,306,309,-3
TJ Hurley,UVM,G,29,30.5,14.8,4.9,10.4,46.7,2.3,5.9,38.4,2.8,3.0,92.0,3.4,1.4,0.7,0.1,0.9,0.6313993174061433,0.4852459016393443,1.5555555555555554,0.5673076923076923,0.28846153846153844,Perimeter Snipers,Perimeter Snipers,0.014092136323076813,306,235,71
Cameron Fens,SDAK,C,29,25.2,14.8,5.8,9.8,59.2,0.0,0.0,0.0,3.2,5.3,60.4,8.7,0.7,0.4,1.4,1.8,0.6099571381470491,0.5873015873015873,0.38888888888888884,0.0,0.5408163265306122,Paint Bruisers,Paint Dominators,0.23388351673390245,306,167,139
Petar Majstorovic,LBSU,F,28,30.4,14.8,5.4,10.3,52.2,1.0,3.2,31.1,3.0,3.8,79.2,6.4,1.8,1.7,0.3,2.3,0.6181089208152355,0.48684210526315796,0.782608695652174,0.3106796116504854,0.3689320388349514,Perimeter Snipers,Versatile Playmakers,-0.22974782262009597,306,311,-5
Lavell Brodnex,ULM,G,23,31.2,14.8,5.0,9.6,52.3,0.9,2.4,36.4,3.9,5.6,70.3,8.3,2.2,0.8,1.0,1.7,0.613395225464191,0.4743589743589744,1.2941176470588236,0.25,0.5833333333333334,Paint Bruisers,Versatile Playmakers,0.28801614436074946,306,152,154
Max Mackinnon,LSU,G,26,30.7,14.8,4.9,11.7,41.9,2.2,5.6,39.3,2.8,3.1,91.3,2.5,2.5,0.6,0.3,1.7,0.5664421310471525,0.482084690553746,1.4705882352941178,0.47863247863247865,0.26495726495726496,Perimeter Snipers,Perimeter Snipers,-0.4250673619080285,306,384,-78
Malachi Davis,LIU,G,29,31.3,14.8,5.6,13.3,41.8,1.3,4.1,31.9,2.3,3.8,61.8,3.7,3.4,1.3,0.1,3.0,0.4942559444296019,0.47284345047923326,1.1333333333333333,0.3082706766917293,0.2857142857142857,Perimeter Snipers,Shot Creators,-0.9519249821049649,306,485,-179
Josiah Davis,CSUN,G,28,32.9,14.8,5.3,12.0,43.9,0.2,0.9,19.2,4.1,6.0,67.5,4.4,7.3,1.2,0.3,4.5,0.505464480874317,0.4498480243161095,1.6222222222222222,0.075,0.5,Paint Bruisers,Shot Creators,-0.3961497881102904,306,372,-66
Tahaad Pettiford,AUB,G,27,32.1,14.7,4.9,12.9,38.2,1.8,6.5,28.0,3.1,3.6,85.6,2.9,3.6,0.9,0.5,2.3,0.5074565037282518,0.4579439252336448,1.565217391304348,0.5038759689922481,0.27906976744186046,Perimeter Snipers,Shot Creators,-0.7682911510832386,317,461,-144
Kowacie Reeves Jr.,GT,F,26,29.7,14.7,5.3,11.7,45.1,1.9,5.1,37.6,2.3,2.9,77.6,3.7,1.2,1.0,0.6,1.3,0.5664303329223181,0.4949494949494949,0.923076923076923,0.4358974358974359,0.24786324786324787,Perimeter Snipers,Perimeter Snipers,-0.6344650458449652,317,431,-114
Orlando Lovejoy,DETM,G,26,30.2,14.7,5.2,12.2,42.7,0.2,0.9,16.7,4.2,4.7,89.3,3.7,3.7,1.7,0.2,1.9,0.5151387720773759,0.4867549668874172,1.9473684210526319,0.0737704918032787,0.3852459016393443,Perimeter Snipers,Shot Creators,-0.2763606539053659,317,329,-12
Andrew Alekseyenko,COLG,F,29,29.4,14.7,5.6,11.1,50.0,1.2,3.2,38.7,2.3,3.0,79.1,6.9,2.4,0.9,0.2,2.3,0.5917874396135265,0.5,1.0434782608695652,0.2882882882882883,0.2702702702702703,Perimeter Snipers,Versatile Playmakers,-0.3896996673568804,317,368,-51
Angel Montas Jr.,UML,G,25,27.4,14.7,5.9,11.1,53.1,0.9,2.9,30.6,2.0,3.0,67.1,5.2,1.7,0.8,0.4,1.7,0.5917874396135265,0.5364963503649635,1.0,0.26126126126126126,0.2702702702702703,Paint Bruisers,Versatile Playmakers,-0.2740459461177105,317,328,-11
Tylen Riley,TLSA,G,28,26.3,14.7,4.5,9.3,48.8,0.8,1.8,41.2,4.9,5.5,87.7,3.7,4.0,0.7,0.1,2.6,0.6271331058020477,0.55893536121673,1.5384615384615383,0.1935483870967742,0.5913978494623655,Perimeter Snipers,Versatile Playmakers,0.7871435920949589,317,49,268
Amani Hansberry,VT,F,27,31.2,14.7,5.4,11.1,48.5,1.1,3.2,34.5,2.8,3.9,73.1,7.7,2.5,1.5,0.6,2.1,0.5735018726591761,0.47115384615384615,1.1904761904761905,0.2882882882882883,0.35135135135135137,Perimeter Snipers,Shot Creators,-0.3906201495822751,317,369,-52
Isaiah Evans,DUKE,G,27,27.6,14.7,4.7,11.0,42.6,2.5,7.0,35.4,2.8,3.1,88.2,3.0,1.1,0.9,0.8,1.1,0.5944678097703008,0.5326086956521738,1.0,0.6363636363636364,0.2818181818181818,Perimeter Snipers,Perimeter Snipers,-0.2534614748193696,317,324,-7
Cliff Davis,JMU,G,29,30.9,14.7,4.8,11.3,42.4,3.1,8.1,38.3,2.0,2.3,85.1,2.9,1.8,1.2,0.0,1.1,0.5969785575048732,0.47572815533980584,1.6363636363636362,0.7168141592920353,0.20353982300884954,Perimeter Snipers,Perimeter Snipers,-0.3229041169495881,317,338,-21
Joshua Ward,CSUF,G,29,31.3,14.7,4.9,10.9,44.6,1.5,4.6,32.6,3.4,4.6,75.2,4.6,3.3,1.6,0.5,2.1,0.5687093779015785,0.4696485623003195,1.5714285714285712,0.4220183486238532,0.4220183486238532,Perimeter Snipers,Shot Creators,-0.14012776200073684,317,284,33
Flory Bidunga,KU,F,27,31.7,14.6,6.2,9.4,66.4,0.0,0.1,0.0,2.2,3.2,67.8,9.3,1.7,0.7,2.8,1.6,0.6754256106587713,0.4605678233438486,1.0625,0.010638297872340425,0.3404255319148936,Paint Bruisers,Paint Dominators,0.049349449021096115,329,226,103
Yaxel Lendeborg,MICH,F,27,29.1,14.6,4.9,9.7,49.8,1.4,4.4,30.8,3.6,4.3,82.1,7.5,3.2,1.2,1.5,1.2,0.629744651483782,0.5017182130584192,2.666666666666667,0.45360824742268047,0.443298969072165,Perimeter Snipers,Versatile Playmakers,0.7974090653927614,329,47,282
KJ Younger,UNCG,G,29,28.2,14.6,4.9,11.0,44.1,1.8,5.3,33.1,3.1,4.7,66.9,4.7,1.2,0.9,0.2,1.1,0.5586164677073768,0.5177304964539007,1.0909090909090908,0.4818181818181818,0.4272727272727273,Perimeter Snipers,Shot Creators,-0.20802502556566965,329,303,26
Peter Suder,M-OH,G,26,30.3,14.6,5.5,9.7,56.5,1.2,2.7,42.9,2.5,3.3,74.4,4.7,4.1,1.3,0.4,2.0,0.6545911047345768,0.48184818481848185,2.05,0.2783505154639176,0.3402061855670103,Paint Bruisers,Versatile Playmakers,0.4225047597077719,329,114,215
Ty-Laur Johnson,USD,G,23,28.0,14.6,5.2,12.1,43.2,1.1,3.5,30.9,3.1,3.7,82.6,2.7,4.3,2.3,0.3,2.9,0.5317599067599068,0.5214285714285715,1.4827586206896552,0.2892561983471075,0.3057851239669422,Perimeter Snipers,Shot Creators,-0.3915467583369987,329,371,-42
Ben Defty,BU,F,28,29.2,14.6,5.6,8.3,68.1,0.0,0.0,0.0,3.3,5.1,65.0,6.9,2.0,0.4,1.6,2.1,0.6923368740515933,0.5,0.9523809523809523,0.0,0.6144578313253011,Paint Bruisers,Paint Dominators,0.7220834655415302,329,56,273
Troy Hupstead,TXSO,F,25,29.5,14.6,5.2,10.2,50.6,0.7,2.4,30.5,3.6,5.2,68.5,9.3,1.1,0.6,0.6,1.8,0.5845611787315823,0.4949152542372881,0.6111111111111112,0.23529411764705882,0.5098039215686275,Paint Bruisers,Versatile Playmakers,-0.20437405543052894,329,302,27
Justin Pippen,CAL,G,25,30.8,14.6,4.2,11.2,37.4,1.8,5.2,35.1,4.4,5.4,81.3,4.2,4.4,1.8,0.7,2.4,0.5377136122569239,0.474025974025974,1.8333333333333335,0.46428571428571436,0.4821428571428572,Perimeter Snipers,Shot Creators,-0.07749417730651917,329,260,69
Rashaud Marshall,APSU,F,27,28.3,14.6,5.4,8.3,65.2,0.0,0.0,0.0,3.8,5.7,65.8,6.6,1.0,1.0,1.0,1.2,0.6754256106587713,0.5159010600706714,0.8333333333333334,0.0,0.6867469879518072,Paint Bruisers,Paint Dominators,0.766965565745729,329,50,279
Myron Amey Jr.,LMU,G,29,29.8,14.6,5.0,12.0,42.1,2.7,7.4,36.0,1.9,2.5,75.0,3.8,1.6,1.4,0.2,1.3,0.5572519083969466,0.4899328859060402,1.2307692307692308,0.6166666666666667,0.20833333333333334,Perimeter Snipers,Perimeter Snipers,-0.6448393311078309,329,434,-105
Elijah Jamison,NORF,G,28,28.0,14.6,5.0,11.2,44.6,1.0,3.1,31.4,3.6,4.5,79.5,3.1,3.1,0.7,0.0,2.3,0.5538694992412747,0.5214285714285715,1.347826086956522,0.2767857142857143,0.4017857142857143,Perimeter Snipers,Shot Creators,-0.15880611840244055,329,292,37
AJ Storr,MISS,G,27,25.5,14.6,5.1,11.6,43.8,1.3,3.5,37.2,3.1,4.1,76.4,3.4,1.9,0.9,0.1,1.3,0.5446135481945688,0.5725490196078431,1.4615384615384615,0.3017241379310345,0.35344827586206895,Perimeter Snipers,Shot Creators,-0.05975753483311819,329,255,74
Brian Taylor II,ETSU,G,29,32.6,14.6,5.2,11.1,47.4,1.5,4.2,35.2,2.6,3.2,79.8,4.1,2.9,1.2,0.2,1.7,0.5836264790534058,0.4478527607361963,1.7058823529411764,0.3783783783783784,0.2882882882882883,Perimeter Snipers,Perimeter Snipers,-0.31917878528846194,329,337,-8
CJ Anthony,IONA,G,28,31.6,14.5,4.7,10.6,44.4,1.8,4.6,37.7,3.4,4.4,75.8,3.1,5.3,1.7,0.1,2.6,0.578334396936822,0.4588607594936709,2.0384615384615383,0.43396226415094336,0.4150943396226416,Perimeter Snipers,Shot Creators,0.05327425874215547,342,224,118
Parsa Fallah,OKST,F,25,26.1,14.5,5.4,9.1,59.9,0.4,1.0,38.5,3.2,4.7,69.2,6.0,0.7,1.2,0.4,1.3,0.649176217765043,0.5555555555555556,0.5384615384615384,0.10989010989010989,0.5164835164835165,Paint Bruisers,Versatile Playmakers,0.3486087037526081,342,135,207
Joseph Pinion,USF,G,27,30.0,14.5,4.9,12.1,40.2,3.3,8.5,39.1,1.5,1.9,80.0,3.7,2.0,1.6,0.3,1.5,0.5604514533085961,0.48333333333333334,1.3333333333333333,0.7024793388429752,0.15702479338842976,Perimeter Snipers,Perimeter Snipers,-0.6996475782858961,342,445,-103
Leland Walker,WYO,G,27,28.0,14.5,4.9,11.1,44.2,1.0,3.4,30.1,3.6,4.4,83.1,3.0,3.6,0.9,0.2,2.6,0.5561521939245168,0.5178571428571429,1.3846153846153846,0.3063063063063063,0.39639639639639646,Perimeter Snipers,Shot Creators,-0.15382532182810077,342,289,53
Chase Ross,MARQ,G,27,33.0,14.5,4.7,11.5,40.5,1.2,4.2,28.3,4.0,5.4,74.5,4.2,3.5,2.3,0.3,2.1,0.5224848659556067,0.4393939393939394,1.6666666666666665,0.3652173913043478,0.46956521739130436,Perimeter Snipers,Shot Creators,-0.37764783743343266,342,362,-20
Brant Byers,M-OH,G,27,30.1,14.5,4.3,8.6,50.0,2.0,5.0,41.0,3.9,5.0,77.2,4.0,0.6,0.6,0.4,0.9,0.6712962962962963,0.48172757475083056,0.6666666666666666,0.5813953488372093,0.5813953488372093,Perimeter Snipers,Versatile Playmakers,0.365136338244744,342,128,214
Dorian Finister,UL,G,29,32.5,14.5,4.7,10.8,43.8,1.3,3.6,36.9,3.8,5.1,74.1,4.7,2.0,1.1,0.4,1.8,0.5558111008892977,0.4461538461538462,1.1111111111111112,0.3333333333333333,0.47222222222222215,Perimeter Snipers,Shot Creators,-0.39776516929232075,342,374,-32
Sebastian Robinson,NJIT,G,26,26.5,14.5,5.2,11.7,44.9,0.4,1.7,23.3,3.7,5.2,70.9,3.0,2.3,1.1,0.1,1.8,0.5183014012010295,0.5471698113207547,1.2777777777777777,0.1452991452991453,0.4444444444444445,Paint Bruisers,Shot Creators,-0.2106435811883003,342,304,38
